74908,90600,Janessa Hayden,15,typingpaper,paper,Wallet,4,12.56,2021-10-22 05:51:02,Japan,Tokyo,Dude I Want That,77253,Y, 
71565,56851,Aspen Lopez,19,protractor,measurement,Card,1,14.2,2021-04-30 11:51:02,Algeria,Algiers,Walmart,55414,N,Invalid Expiration Date
10362,85251,Juliet Wu,5,staples,measurement,Internet Banking,6,34.1,2021-04-22 05:51:02,Kenya,Nairobi,Ultimate Office,21058,Y, 
46199,42569,Selena Lane,23,ti89,calculatortypes,UPI,7,56.58,2021-03-14 11:51:02,Turkey,Istanbul,Animi Causa,97977,Y, 
45218,97855,Keira Spears,11,bin,officesupplies,Internet Banking,6,34.1,2021-03-18 04:51:02,United States,Tampa,Oh, Hello Friend,57325,Y, 
68248,95263,Jazmine Pennington,13,marker,writingutensils,Wallet,8,23.21,2021-01-10 08:51:02,Sudan,Khartoum,Anthropologie,10754,Y, 
63277,34290,Dana Juarez,13,marker,writingutensils,Wallet,4,12.56,2021-10-05 04:51:02,United Kingdom,London,Shoplet,65549,Y, 
32240,47184,Reagan Ross,10,clipboard,measurement,Card,1,14.2,2021-06-29 03:51:02,Thailand,Bangkok,This is Why I’m Broke,54727,Y, 
38356,51960,Kaylee Chang,20,basiccalculator,calculatortypes,Wallet,4,12.56,2021-08-31 11:51:02,United States,New York,Oh, Hello Friend,14198,Y, 
36661,10280,Alyssa Roberson,12,eraser,writingutensils,UPI,7,56.58,2021-08-12 06:51:02,Saudi Arabia,Jeddah,Paperchase,88659,Y, 
24185,77545,Jazmine Pennington,19,protractor,measurement,Wallet,4,12.56,2021-04-27 06:51:02,Hong Kong,Hong Kong,Costco,72867,Y, 
28966,95898,Collin Gregory,9,leadpen,writingutensils,Internet Banking,6,34.1,2021-04-08 02:51:02,India,Cawnpore,Perpetual Kid,90936,Y, 
44346,51440,Esperanza Barnett,14,gridpaper,paper,Wallet,8,23.21,2021-09-26 02:51:02,United States,San Francisco,Knock Knock,61743,Y, 
71950,72493,Isis Wade,2,pencil,writingutensils,Internet Banking,6,34.1,2021-05-02 07:51:02,Spain,Madrid,Walmart,59165,Y, 
71179,64493,Micaela Singh,14,gridpaper,paper,Wallet,8,23.21,2021-10-20 11:51:02,Egypt,Cairo,Fred and Friends,80060,Y, 
35947,58399,Genevieve Simmons,1,pen,writtingutensils,Internet Banking,6,34.1,2021-08-13 05:51:02,Russia,Yekaterinburg,Crate & Barrel,92298,Y, 
49417,80156,Elizabeth Gibson,21,ti84,calculatortypes,UPI,3,4.32,2021-05-08 11:51:02,United States,Miami,Moleskine,57943,Y, 
63311,27018,Reid Foley,4,artpaper,paper,Wallet,8,23.21,2021-07-29 09:51:02,Algeria,Algiers,Cavallini & Co.,76571,N,Invalid Expiration Date
73851,56556,Abel Bernard,9,leadpen,writingutensils,Wallet,8,23.21,2021-10-30 07:51:02,South Korea,Seoul,Staples,58893,Y, 
78922,26664,Kenzie Heath,16,officechair,officesupplies,Card,1,14.2,2021-10-09 09:51:02,United States,Tampa,Fred and Friends,95106,Y, 
48675,48241,Jensen Oliver,12,eraser,writingutensils,Wallet,4,12.56,2021-07-04 04:51:02,China,Chongzuo,Crate & Barrel,52970,N,Limit Exceeded
43210,25722,Yahir Mcclure,23,ti89,calculatortypes,Wallet,4,12.56,2021-06-10 03:51:02,Pakistan,Rawalpindi,Muji,55547,Y, 
28603,24461,Lorena Flowers,10,clipboard,measurement,UPI,7,56.58,2021-03-05 10:51:02,United States,Dallas,Ikea,36688,Y, 
72867,35989,Julio Bradley,16,officechair,officesupplies,Internet Banking,6,34.1,2021-08-22 07:51:02,China,Guangzhou,Wayfair,20671,Y, 
55485,47887,Damien Dean,9,leadpen,writingutensils,Card,5,68.23,2021-04-17 03:51:02,South Korea,Seoul,Idlewild Co.,83165,Y, 
41890,44141,Bronson Kline,18,ruler,measurement,Card,5,68.23,2021-10-05 03:51:02,India,Delhi,Knock Knock,98940,Y, 
95503,12195,Joel Lopez,9,leadpen,writingutensils,UPI,7,56.58,2021-08-27 05:51:02,Egypt,Cairo,Dude I Want That,11903,Y, 
10633,72235,Justin Duarte,20,basiccalculator,calculatortypes,UPI,7,56.58,2021-06-01 06:51:02,China,Fuzhou,Ultimate Office,19042,Y, 
19064,91198,Damien Dean,24,BAIIplus,calculatortypes,Internet Banking,6,34.1,2021-02-24 07:51:02,United States,New York,Muji,31157,Y, 
68914,95464,Kiley Pena,17,coloredpencil,writingutensils,Wallet,8,23.21,2021-01-16 11:51:02,United States,Baltimore,Office Supply,86510,Y, 
88455,79795,Maximus Figueroa,15,typingpaper,paper,Card,5,68.23,2021-03-20 02:51:02,United States,Minneapolis,Supply Geeks,26502,Y, 
28720,72438,Keagan Vaughan,1,pen,writtingutensils,Wallet,8,23.21,2021-11-03 04:51:02,Argentina,Buenos Aires,Things Remembered,79481,Y, 
87860,26175,Rigoberto Hamilton,1,pen,writtingutensils,Wallet,8,23.21,2021-01-11 09:51:02,Saudi Arabia,Jeddah,Office Supply,81572,Y, 
79196,46856,Erica Khan,10,clipboard,measurement,Wallet,4,12.56,2021-10-06 10:51:02,Dominican Republic,Santo Domingo,Office Supply,25566,N,Limit Exceeded
39525,26023,Anabelle Browning,7,clip,officesupplies,Wallet,4,12.56,2021-03-25 04:51:02,United States,Denver,See Jane Work,16732,Y, 
14660,11575,Anabelle Roman,7,clip,officesupplies,UPI,3,4.32,2021-11-18 09:51:02,Pakistan,Karachi,Mochi Things,27767,Y, 
35602,48548,Devyn Barry,22,ti84plus,calculatortypes,UPI,3,4.32,2021-05-08 10:51:02,United States,Washington,Anthropologie,68337,Y, 
99583,86927,Bridget Miles,21,ti84,calculatortypes,Internet Banking,6,34.1,2021-03-30 10:51:02,Japan,Ōsaka,Pottery Barn,82073,Y, 
98807,80779,Benjamin Cline,16,officechair,officesupplies,Wallet,4,12.56,2021-08-24 10:51:02,United States,Chicago,Office Supply,30864,N,Invalid Card #
89059,57589,Delaney Haley,18,ruler,measurement,Wallet,4,12.56,2021-05-19 02:51:02,South Korea,Seoul,Fred and Friends,17590,N,Invalid Card #
95518,42015,Selena Leblanc,19,protractor,measurement,Wallet,8,23.21,2021-04-10 08:51:02,Brazil,Rio de Janeiro,Gallery Leather,60057,Y, 
85346,73382,Kelsey Hull,15,typingpaper,paper,UPI,3,4.32,2021-03-26 04:51:02,Hong Kong,Hong Kong,Muji,76145,Y, 
88323,48768,Shayna Pacheco,10,clipboard,measurement,Internet Banking,6,34.1,2021-03-07 05:51:02,United States,Houston,See Jane Work,39852,Y, 
94107,46994,Karla Zimmerman,5,staples,measurement,Internet Banking,2,60.18,2021-12-10 08:51:02,United States,Miami,Muji,64055,Y, 
35501,27946,Hamza Conrad,8,ink,officesupplies,Internet Banking,6,34.1,2021-09-04 04:51:02,Uzbekistan,Tashkent,Tokyo Pen Shop,26521,Y, 
97684,49165,Jax Ray,23,ti89,calculatortypes,UPI,3,4.32,2021-07-27 05:51:02,United States,Los Angeles,Supply Geeks,77513,Y, 
88597,69572,Hillary Walters,12,eraser,writingutensils,Card,5,68.23,2021-09-28 06:51:02,Cuba,Havana,Night Owl Paper Goods,49419,Y, 
15461,40943,Danna Stein,11,bin,officesupplies,Card,1,14.2,2021-08-20 06:51:02,Uzbekistan,Tashkent,Quill,87805,Y, 
91019,85841,Benjamin Cline,6,folder,officesupplies,Internet Banking,2,60.18,2021-06-13 10:51:02,Indonesia,Jakarta,This is Why I’m Broke,25827,Y, 
51277,47401,Rowan Obrien,12,eraser,writingutensils,Wallet,4,12.56,2021-05-05 11:51:02,Philippines,Quezon City,Quill,36526,Y, 
94873,19742,Kamari Baldwin,21,ti84,calculatortypes,Wallet,8,23.21,2021-10-23 03:51:02,United States,Tampa,CB2,56453,Y, 
93772,99688,Drake Walls,2,pencil,writingutensils,Internet Banking,6,34.1,2021-02-02 09:51:02,Brazil,Rio de Janeiro,Things Remembered,82688,Y, 
83857,29627,Brogan Rowland,7,clip,officesupplies,UPI,3,4.32,2021-10-27 08:51:02,Pakistan,Rawalpindi,Office Depot and Office Max,47759,Y, 
10569,43598,Jamarcus Cline,12,eraser,writingutensils,Internet Banking,6,34.1,2021-09-19 02:51:02,Russia,Saint Petersburg,Oh, Hello Friend,87230,Y, 
78108,98355,Ryleigh Morton,19,protractor,measurement,Wallet,4,12.56,2021-08-21 02:51:02,United States,Minneapolis,Quill,66905,Y, 
10617,66590,Desmond Bentley,25,ti83plus,calculatortypes,Internet Banking,6,34.1,2021-02-27 10:51:02,United States,Atlanta,Paperchase,81895,Y, 
57666,92497,Rory Cameron,4,artpaper,paper,Wallet,8,23.21,2021-06-20 07:51:02,United States,Washington,CB2,48002,Y, 
26521,44906,Monique Odom,21,ti84,calculatortypes,Wallet,4,12.56,2021-04-23 04:51:02,Japan,Tokyo,Muji,13381,Y, 
70904,64263,Kelsey Wood,6,folder,officesupplies,Internet Banking,2,60.18,2021-04-08 04:51:02,United States,Tampa,Staples,27044,Y, 
66917,11660,Miya Holmes,23,ti89,calculatortypes,Internet Banking,2,60.18,2021-12-12 06:51:02,Peru,Lima,Office Depot and Office Max,63080,Y, 
15562,35542,Elizabeth Gibson,18,ruler,measurement,Wallet,8,23.21,2021-09-16 10:51:02,Bangladesh,Dhaka,Night Owl Paper Goods,89399,Y, 
67625,41192,Tripp Wall,18,ruler,measurement,UPI,7,56.58,2021-08-28 03:51:02,Bolivia,La Paz,Mod Cloth,10708,Y, 
66552,83167,Sawyer Reynolds,15,typingpaper,paper,Card,5,68.23,2021-10-30 06:51:02,Egypt,Giza,Things Remembered,48501,Y, 
96492,41335,Quentin Wade,1,pen,writtingutensils,Card,5,68.23,2021-05-27 05:51:02,United States,Baltimore,Perpetual Kid,41224,N,Invalid Account #
74677,67056,Giovanny Graves,4,artpaper,paper,UPI,3,4.32,2021-02-19 05:51:02,United States,Las Vegas,Ikea,32638,Y, 
33487,93857,Zoie Estrada,24,BAIIplus,calculatortypes,Wallet,8,23.21,2021-05-18 05:51:02,India,Delhi,The Container Store,17346,Y, 
27353,73588,Gloria Atkins,1,pen,writtingutensils,Card,1,14.2,2021-11-04 07:51:02,United States,Boston,Uline,18701,Y, 
87992,12618,Lara Chang,5,staples,measurement,Internet Banking,2,60.18,2021-07-30 08:51:02,Mexico,Mexico City,Office Depot and Office Max,56702,N,Invalid Expiration Date
97837,62795,Kaila Floyd,24,BAIIplus,calculatortypes,UPI,3,4.32,2021-11-09 07:51:02,Italy,Rome,Fred and Friends,33323,Y, 
42399,22392,Aspen Rodriguez,6,folder,officesupplies,Wallet,8,23.21,2021-10-20 07:51:02,South Korea,Incheon,Knock Knock,54132,Y, 
37507,22229,Annalise Gilbert,24,BAIIplus,calculatortypes,Wallet,8,23.21,2021-07-26 10:51:02,United States,Miami,Walmart,84337,Y, 
96325,33338,Kaitlyn Simmons,14,gridpaper,paper,Wallet,4,12.56,2021-04-19 03:51:02,Kenya,Nairobi,Costco,98559,Y, 
75398,63755,Madalynn Strong,18,ruler,measurement,Card,5,68.23,2021-03-11 11:51:02,United States,Los Angeles,West Elm,50821,Y, 
28395,32903,Elizabeth Rodriguez,23,ti89,calculatortypes,Card,1,14.2,2021-05-13 08:51:02,Russia,Saint Petersburg,Tokyo Pen Shop,17212,N,Invalid Expiration Date
54459,33641,Tamia Dickson,24,BAIIplus,calculatortypes,Internet Banking,6,34.1,2021-04-04 09:51:02,United States,Washington,Muji,23644,Y, 
44017,19732,Aniya Gay,2,pencil,writingutensils,Card,1,14.2,2021-10-11 05:51:02,United States,Minneapolis,Pottery Barn,29031,Y, 
35936,51085,Judah Prince,23,ti89,calculatortypes,Wallet,8,23.21,2021-08-10 06:51:02,United States,Chicago,Fred and Friends,16451,Y, 
28364,53553,Dominique Wilkerson,20,basiccalculator,calculatortypes,Wallet,8,23.21,2021-01-28 04:51:02,South Korea,Busan,Kate Spade,35489,Y, 
49444,43548,Christian Farmer,3,crayons,writingutensils,Card,5,68.23,2021-12-20 05:51:02,Kuwait,Kuwait City,Uline,46399,Y, 
16551,35865,Josh Mathews,3,crayons,writingutensils,Internet Banking,2,60.18,2021-02-21 06:51:02,China,Chengde,Uline,76164,Y, 
94572,64091,Deandre Macdonald,23,ti89,calculatortypes,Wallet,4,12.56,2021-11-15 10:51:02,United States,Dallas,Cavallini & Co.,50246,Y, 
65825,96562,Eliza Gamble,14,gridpaper,paper,Card,1,14.2,2021-10-27 09:51:02,United States,Washington,Office Supply,83902,Y, 
78321,62507,Brittany Goodwin,1,pen,writtingutensils,Card,1,14.2,2021-08-01 03:51:02,Egypt,Giza,Ikea,91908,Y, 
45567,43496,Hayley Brown,4,artpaper,paper,Internet Banking,6,34.1,2021-06-23 09:51:02,Germany,Berlin,Target,39245,Y, 
47359,72563,Lara Chang,19,protractor,measurement,Card,5,68.23,2021-08-25 02:51:02,United Arab Emirates,Dubai,Poppin,81803,Y, 
38613,70726,Nasir Roberts,5,staples,measurement,Card,5,68.23,2021-05-20 07:51:02,Italy,Rome,Costco,55772,Y, 
59689,67569,Hamza Hernandez,2,pencil,writingutensils,Internet Banking,6,34.1,2021-04-11 07:51:02,France,Paris,Idlewild Co.,10650,Y, 
64765,90636,Jaliyah Morrison,20,basiccalculator,calculatortypes,Internet Banking,2,60.18,2021-02-03 07:51:02,United States,Detroit,Catching Fireflies,91253,Y, 
67598,26626,Viviana Tate,2,pencil,writingutensils,Wallet,4,12.56,2021-12-26 11:51:02,United States,Austin,Knock Knock,45674,Y, 
68659,69795,Jaydan Padilla,1,pen,writtingutensils,UPI,3,4.32,2021-07-23 09:51:02,United States,Houston,Crane & Co.,17354,Y, 
41110,22443,Cristian Owens,1,pen,writtingutensils,Card,1,14.2,2021-09-24 10:51:02,China,Chongzuo,Target,94665,Y, 
54375,19949,Luz Morton,24,BAIIplus,calculatortypes,Wallet,4,12.56,2021-07-08 10:51:02,South Korea,Seoul,Wayfair,50148,Y, 
52712,52095,Marely Malone,7,clip,officesupplies,Card,1,14.2,2021-04-02 08:51:02,United States,New York,Dude I Want That,73363,Y, 
24736,38798,Julio Bradley,3,crayons,writingutensils,Card,5,68.23,2021-06-10 10:51:02,China,Chongzuo,See Jane Work,64071,N,Invalid Card #
16555,16653,Isabell Osborne,24,BAIIplus,calculatortypes,Internet Banking,2,60.18,2021-11-27 03:51:02,United States,Houston,Ultimate Office,51558,Y, 
16122,91290,Josh Mathews,5,staples,measurement,Wallet,8,23.21,2021-10-19 07:51:02,United States,Chicago,Muji,84701,Y, 
88292,63430,Cara Bishop,6,folder,officesupplies,UPI,7,56.58,2021-01-29 07:51:02,Turkey,Istanbul,Target,65493,Y, 
19250,98686,Alexis Osborne,20,basiccalculator,calculatortypes,Internet Banking,2,60.18,2021-12-20 07:51:02,United Kingdom,London,Twist Office Products,22302,Y, 
12456,76022,Marcelo Moore,22,ti84plus,calculatortypes,UPI,3,4.32,2021-05-20 02:51:02,Kuwait,Kuwait City,CB2,22679,N,Invalid Expiration Date
74965,73838,John Salas,18,ruler,measurement,Internet Banking,6,34.1,2021-08-10 04:51:02,United Kingdom,London,This is Why I’m Broke,32415,Y, 
66305,83886,Rashad Reese,2,pencil,writingutensils,Card,1,14.2,2021-05-05 11:51:02,United States,Pittsburgh,Animi Causa,16071,Y, 
51453,25259,Chasity Castillo,24,BAIIplus,calculatortypes,Wallet,4,12.56,2021-02-27 03:51:02,Germany,Berlin,Fred and Friends,58529,Y, 
68299,19385,Kendrick Hernandez,5,staples,measurement,Card,5,68.23,2021-03-03 11:51:02,Mexico,Guadalajara,Fred and Friends,59666,Y, 
37335,60967,Alannah Rodgers,23,ti89,calculatortypes,Card,5,68.23,2021-09-09 11:51:02,United States,Las Vegas,Mochi Things,23190,Y, 
58880,89695,Paula Miles,2,pencil,writingutensils,Internet Banking,6,34.1,2021-12-02 03:51:02,China,Guangzhou,Gallery Leather,99997,Y, 
20222,67106,Paula Miles,19,protractor,measurement,Wallet,4,12.56,2021-07-08 11:51:02,United States,Los Angeles,Crane & Co.,86999,Y, 
59704,73250,Ruben Mcbride,19,protractor,measurement,UPI,3,4.32,2021-01-14 08:51:02,Kuwait,Kuwait City,Crate & Barrel,43826,Y, 
55408,68189,Jazlyn Arellano,17,coloredpencil,writingutensils,Internet Banking,2,60.18,2021-12-06 06:51:02,Thailand,Bangkok,Staples,21956,Y, 
81254,75703,Catherine Odonnell,14,gridpaper,paper,UPI,3,4.32,2021-09-10 07:51:02,United States,Los Angeles,Think Geek,40373,Y, 
65290,46761,Vicente Bryan,12,eraser,writingutensils,UPI,7,56.58,2021-08-03 02:51:02,United States,Tampa,Ban.Do,51852,N,Invalid Expiration Date
20034,59184,Silas Bruce,1,pen,writtingutensils,UPI,3,4.32,2021-04-27 08:51:02,United States,Las Vegas,Rifle Paper Co.,78148,Y, 
87536,79079,Selena Lane,5,staples,measurement,Internet Banking,6,34.1,2021-07-19 09:51:02,United Arab Emirates,Dubai,Ban.Do,25434,Y, 
46169,67235,Willie Faulkner,8,ink,officesupplies,Wallet,8,23.21,2021-06-10 08:51:02,United States,Detroit,Wayfair,17008,Y, 
96908,68337,Terry Barber,10,clipboard,measurement,Card,5,68.23,2021-10-16 10:51:02,China,Yongzhou,Ultimate Office,48142,Y, 
49646,82247,Willie Faulkner,22,ti84plus,calculatortypes,Card,1,14.2,2021-05-13 06:51:02,United States,Tampa,Walmart,94984,Y, 
97280,24367,Justin Duarte,14,gridpaper,paper,UPI,7,56.58,2021-04-04 09:51:02,United States,Atlanta,Crate & Barrel,91791,Y, 
45196,53790,Eden Benjamin,16,officechair,officesupplies,Card,5,68.23,2021-06-06 11:51:02,United States,Brooklyn,Paperchase,40173,Y, 
25498,17595,Dayton Yang,10,clipboard,measurement,Card,5,68.23,2021-05-18 03:51:02,United States,Atlanta,CB2,31649,Y, 
10800,55996,Porter Livingston,22,ti84plus,calculatortypes,UPI,7,56.58,2021-02-20 09:51:02,United Arab Emirates,Dubai,See Jane Work,56809,Y, 
11017,80103,Ryland Chambers,12,eraser,writingutensils,Internet Banking,2,60.18,2021-01-12 09:51:02,Taiwan,Taichung,West Elm,73840,Y, 
27649,43675,Lilah King,15,typingpaper,paper,Card,1,14.2,2021-10-07 07:51:02,United States,Houston,Shoplet,36985,Y, 
80433,25663,Quinn Hicks,22,ti84plus,calculatortypes,Card,5,68.23,2021-12-08 04:51:02,Thailand,Bangkok,Moleskine,33213,Y, 
12188,13422,Rigoberto Hamilton,13,marker,writingutensils,Wallet,8,23.21,2021-10-31 02:51:02,Bangladesh,Dhaka,Crate & Barrel,78755,Y, 
40798,11556,Anabella Bowers,25,ti83plus,calculatortypes,Card,1,14.2,2021-06-07 06:51:02,Kuwait,Kuwait City,Knock Knock,83653,Y, 
83218,73696,Kayley Escobar,25,ti83plus,calculatortypes,UPI,7,56.58,2021-04-29 10:51:02,United States,Las Vegas,Office Supply,86270,Y, 
50033,37015,John Salas,20,basiccalculator,calculatortypes,UPI,7,56.58,2021-10-17 08:51:02,United States,Portland,See Jane Work,84185,Y, 
55885,47912,Micaela Singh,9,leadpen,writingutensils,Wallet,8,23.21,2021-03-26 02:51:02,Brazil,San Paulo,Fred and Friends,44960,Y, 
72939,31073,Xzavier Fleming,4,artpaper,paper,Wallet,8,23.21,2021-02-15 10:51:02,United Kingdom,London,Mochi Things,33905,Y, 
35666,43222,Maxim Sampson,17,coloredpencil,writingutensils,Wallet,4,12.56,2021-08-05 05:51:02,United States,Washington,Paper Source,15694,Y, 
72837,33126,Douglas Flynn,14,gridpaper,paper,Internet Banking,2,60.18,2021-10-12 02:51:02,China,Chongzuo,Think Geek,14960,Y, 
60000,57386,Bennett Mejia,24,BAIIplus,calculatortypes,Wallet,8,23.21,2021-04-01 10:51:02,South Korea,Incheon,Office Depot and Office Max,76322,Y, 
47260,29146,Zion Butler,4,artpaper,paper,Internet Banking,6,34.1,2021-03-12 09:51:02,United States,Los Angeles,This is Why I’m Broke,62823,Y, 
76774,74972,Ryleigh Morton,14,gridpaper,paper,Card,5,68.23,2021-05-14 11:51:02,Uzbekistan,Tashkent,Moleskine,73573,Y, 
53990,88702,Kendal Daniel,6,folder,officesupplies,Wallet,8,23.21,2021-04-05 02:51:02,Brazil,Salvador,Office Supply,20961,Y, 
53184,38381,Leroy Page,1,pen,writtingutensils,Wallet,4,12.56,2021-10-09 04:51:02,United States,Denver,Fred and Friends,17862,N,Invalid Expiration Date
78227,99035,Yahir Mcclure,8,ink,officesupplies,Card,1,14.2,2021-07-03 02:51:02,United States,Philadelphia,Crane & Co.,89779,Y, 
65915,88785,Melina Raymond,23,ti89,calculatortypes,Wallet,8,23.21,2021-12-21 09:51:02,United States,Houston,Shoplet,65490,Y, 
57847,93214,Davin Drake,3,crayons,writingutensils,Card,1,14.2,2021-08-16 06:51:02,China,Beijing,Walmart,79841,Y, 
78909,51815,Grayson House,20,basiccalculator,calculatortypes,Wallet,8,23.21,2021-02-02 09:51:02,United States,Chicago,Crate & Barrel,19858,Y, 
85177,45957,Jacob Carr,19,protractor,measurement,Internet Banking,2,60.18,2021-12-16 07:51:02,Spain,Madrid,Mod Cloth,47718,Y, 
49893,55430,Israel Mahoney,14,gridpaper,paper,Wallet,8,23.21,2021-11-07 02:51:02,India,Jaipur,Kate Spade,78918,Y, 
43308,87853,Leonard Barton,12,eraser,writingutensils,UPI,3,4.32,2021-08-02 10:51:02,United States,Phoenix,Mod Cloth,79895,Y, 
54322,16204,Hamza Hernandez,7,clip,officesupplies,Internet Banking,6,34.1,2021-10-04 02:51:02,United States,Atlanta,Think Geek,30194,Y, 
14040,78314,Justin Duarte,20,basiccalculator,calculatortypes,Internet Banking,2,60.18,2021-08-26 11:51:02,United States,Miami,Supply Geeks,67383,Y, 
18451,24850,Payten Palmer,6,folder,officesupplies,UPI,3,4.32,2021-05-12 03:51:02,Spain,Madrid,Cavallini & Co.,79594,Y, 
94550,69617,Jeffrey Herrera,6,folder,officesupplies,Internet Banking,6,34.1,2021-08-12 09:51:02,France,Paris,CB2,40619,Y, 
41243,36987,Johnathon Keller,21,ti84,calculatortypes,Card,5,68.23,2021-01-20 05:51:02,United States,Pittsburgh,Things Remembered,89242,Y, 
46634,10201,Luciana Poole,2,pencil,writingutensils,Card,1,14.2,2021-12-12 03:51:02,Jordan,Amman,Perpetual Kid,88825,Y, 
85432,12241,Madelyn Simpson,16,officechair,officesupplies,Card,1,14.2,2021-07-29 06:51:02,United States,Philadelphia,Supply Geeks,22598,Y, 
24098,46395,Payton Khan,6,folder,officesupplies,Card,5,68.23,2021-05-03 10:51:02,United States,Chicago,See Jane Work,23919,Y, 
52927,25775,Bronson Kline,25,ti83plus,calculatortypes,UPI,7,56.58,2021-03-25 02:51:02,Pakistan,Faisalabad,Idlewild Co.,31041,Y, 
50774,54652,Guillermo Bush,20,basiccalculator,calculatortypes,UPI,7,56.58,2021-12-18 07:51:02,China,Meishan,Shoplet,75740,Y, 
97307,62957,Hudson Lutz,11,bin,officesupplies,Internet Banking,6,34.1,2021-11-13 09:51:02,Saudi Arabia,Jeddah,Paper Source,48432,Y, 
52702,88854,Kenzie Heath,3,crayons,writingutensils,Internet Banking,6,34.1,2021-03-21 02:51:02,Kuwait,Kuwait City,Fred and Friends,54483,N,Invalid Card #
11964,50738,Jayleen Drake,19,protractor,measurement,UPI,7,56.58,2021-03-02 03:51:02,United States,Houston,CB2,69593,Y, 
56253,32064,Erica Donovan,24,BAIIplus,calculatortypes,Wallet,8,23.21,2021-05-03 10:51:02,United States,Brooklyn,Glam & Paper,20443,Y, 
92405,39292,Abel Bernard,15,typingpaper,paper,UPI,3,4.32,2021-01-26 03:51:02,Syria,Damascus,This is Why I’m Broke,63808,Y, 
29998,31229,Kayley Escobar,3,crayons,writingutensils,Internet Banking,6,34.1,2021-12-18 07:51:02,Afghanistan,Kabul,Poppin,47049,Y, 
97325,74054,Casey Cantrell,23,ti89,calculatortypes,Card,1,14.2,2021-09-22 07:51:02,Ecuador,Guayaquil,Things Remembered,52701,Y, 
64732,61103,Danna Mullen,8,ink,officesupplies,UPI,7,56.58,2021-09-03 09:51:02,Iran,Mashhad,Pottery Barn,32427,Y, 
86443,57387,Bella Barron,6,folder,officesupplies,Internet Banking,6,34.1,2021-02-20 04:51:02,India,Jaipur,Supply Geeks,75561,Y, 
34475,94138,Jordin Ellison,22,ti84plus,calculatortypes,Internet Banking,2,60.18,2021-07-31 11:51:02,Myanmar,Rangoon,Crane & Co.,32591,Y, 
